Season,Name,Age,Born,Flag,B,T,Ht,Wt,DoB,Yrs,GP,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,All-Star,HOF
1996,Gregg Olson,29,US,,R,R,"6' 4""",210,"Oct 11, 1966",9,9,0,9,9,9,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1996,Shane Reynolds,28,US,,R,R,"6' 3""",210,"Mar 26, 1968",5,35,35,35,35,35,0,0,0,0,0,0,0,0,0,-,0,0,4.2,No,No
1996,Mike Simms,29,US,,R,R,"6' 4""",185,"Jan 12, 1967",6,49,9,49,17,0,0,5,0,0,0,9,0,3,12,-,35,0,-0.3,No,No
1996,Mark Small,28,US,,R,R,"6' 3""",205,"Nov 12, 1967",1st,16,0,16,16,16,0,0,0,0,0,0,0,0,0,-,0,0,-0.7,No,No
1996,Bill Spiers,30,US,,L,R,"6' 2""",190,"Jun 5, 1966",8,122,44,122,89,0,0,4,7,76,5,0,1,1,2,-,40,1,0.3,No,No
1996,Greg Swindell,31,US,,R,L,"6' 2""",225,"Jan 2, 1965",11,8,4,8,8,8,0,0,0,0,0,0,0,0,0,-,0,0,-1.2,No,No
1996,Jeff Tabaka,32,US,,R,L,"6' 2""",195,"Jan 17, 1964",3,18,0,18,18,18,0,0,0,0,0,0,0,0,0,-,0,0,-0.7,No,No
1996,Billy Wagner,24,US,,L,L,"5' 10""",180,"Jul 25, 1971",2,37,0,37,37,37,0,0,0,0,0,0,0,0,0,-,0,0,1,No,No
1996,Donne Wall,28,US,,R,R,"6' 1""",180,"Jul 11, 1967",2,26,23,26,26,26,0,0,0,0,0,0,0,0,0,-,0,0,0.8,No,No
1996,Rick Wilkins,29,US,,L,R,"6' 2""",210,"Jun 4, 1967",6,84,72,84,82,0,82,0,0,0,0,0,0,0,0,-,5,0,-0.2,No,No
1996,Anthony Young,30,US,,R,R,"6' 2""",200,"Jan 19, 1966",6,28,0,28,28,28,0,0,0,0,0,0,0,0,0,-,0,0,0,No,No
1997,Bobby Abreu,23,VE,,L,R,"6' 0""",220,"Mar 11, 1974",2,59,46,59,53,0,0,0,0,0,0,10,1,43,53,0,11,$0,$0,No,No
1997,Brad Ausmus,28,US,,R,R,"5' 11""",190,"Apr 14, 1969",5,130,113,130,129,0,129,0,0,0,0,0,0,0,0,0,4,$8,$2,No,No
1997,Jeff Bagwell,29,US,,R,R,"6' 0""",195,"May 27, 1968",7,162,157,162,159,0,0,159,0,0,0,0,0,0,0,1,3,$0,$8,Yes,Yes
1997,Manuel Barrios,22,PA,,R,R,"6' 0""",170,"Sep 21, 1974",1st,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1997,Derek Bell,28,US,,R,R,"6' 2""",200,"Dec 11, 1968",7,129,122,129,125,0,0,0,0,0,0,0,36,89,125,1,5,$1,$3,No,No
1997,Sean Berry,31,US,,R,R,"5' 11""",200,"Mar 22, 1966",8,96,82,96,85,0,0,0,0,85,0,0,0,0,0,3,12,$0,$0,No,No
1997,Craig Biggio,31,US,,R,R,"5' 11""",185,"Dec 14, 1965",10,162,156,162,160,0,0,0,160,0,0,0,0,0,0,1,3,$1,$9,Yes,Yes
1997,Tim Bogar,30,US,,R,R,"6' 2""",198,"Oct 28, 1966",5,97,74,97,93,0,0,1,0,14,80,0,0,0,0,0,4,$1,$2,No,No
1997,José Cabrera,25,DO,,R,R,"6' 0""",205,"Mar 24, 1972",1st,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1997,Chuck Carr,29,US,,B,R,"5' 10""",155,"Aug 10, 1967",8,63,49,63,59,0,0,0,0,0,0,1,58,0,59,0,8,$0,$1,No,No
1997,Tony Eusebio,30,DO,,R,R,"6' 2""",180,"Apr 27, 1967",5,60,42,60,43,0,43,0,0,0,0,0,0,0,0,0,17,$0,$0,No,No
1997,Sid Fernandez,34,US,,L,L,"6' 1""",220,"Oct 12, 1962",15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1997,Ramón García,28,VE,,R,R,"6' 2""",200,"Feb 9, 1969",3,42,20,40,42,42,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1997,Luis Gonzalez,29,US,,L,R,"6' 2""",180,"Sep 3, 1967",8,152,143,152,147,0,0,1,0,0,0,146,0,0,146,0,7,$0,$2,No,No
1997,Tommy Greene,30,US,,R,R,"6' 5""",225,"Apr 6, 1967",8,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1997,Ricky Gutiérrez,27,US,,R,R,"6' 1""",175,"May 23, 1970",5,102,72,102,90,0,0,0,9,22,64,0,0,0,0,0,16,$1,-$1,No,No
1997,Mike Hampton,24,US,,R,L,"5' 10""",185,"Sep 9, 1972",5,34,34,32,34,34,0,0,0,0,0,0,0,0,0,0,0,$0,$2,No,No
1997,Óscar Henríquez,23,VE,,R,R,"6' 6""",220,"Jan 28, 1974",1st,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1997,Richard Hidalgo,22,VE,,R,R,"6' 3""",220,"Jun 28, 1975",1st,19,14,19,19,0,0,0,0,0,0,1,17,1,19,0,2,$1,$0,No,No
1997,Chris Holt,25,US,,R,R,"6' 4""",205,"Sep 18, 1971",2,33,32,33,33,33,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1997,Thomas Howard,32,US,,B,R,"6' 2""",200,"Dec 11, 1964",8,107,54,107,62,0,0,0,0,0,0,10,41,18,62,0,52,$0,$1,No,No
1997,John Hudek,30,US,,B,R,"6' 1""",200,"Aug 8, 1966",4,40,0,38,40,40,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
1997,Russ Johnson,24,US,,R,R,"5' 10""",185,"Feb 22, 1973",1st,21,13,21,15,0,0,0,3,14,0,0,0,0,0,0,7,$0,$0,No,No
1997,Darryl Kile,28,US,,R,R,"6' 5""",185,"Dec 2, 1968",7,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,$0,$5,Yes,No
1997,Randy Knorr,28,US,,R,R,"6' 2""",205,"Nov 12, 1968",7,4,1,4,4,0,3,2,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1997,José Lima,24,DO,,R,R,"6' 2""",170,"Sep 30, 1972",4,52,1,50,52,52,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
1997,Pat Listach,29,US,,B,R,"5' 9""",170,"Sep 12, 1967",6,52,33,52,37,0,0,0,0,0,31,1,4,1,6,0,17,$1,-$1,No,No
1997,Mike Magnante,32,US,,L,L,"6' 1""",180,"Jun 17, 1965",7,40,0,38,40,40,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1997,Tom Martin,27,US,,L,L,"6' 1""",200,"May 21, 1970",1st,55,0,52,55,55,0,0,0,0,0,0,0,0,0,0,0,$0,$2,No,No
1997,Blas Minor,31,US,,R,R,"6' 3""",195,"Mar 20, 1966",6,11,0,10,11,11,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1997,Ray Montgomery,27,US,,R,R,"6' 3""",195,"Aug 8, 1969",2,29,14,29,18,0,0,0,0,0,0,2,2,15,18,0,13,$0,$0,No,No
1997,James Mouton,28,US,,R,R,"5' 9""",175,"Dec 29, 1968",4,86,40,86,61,0,0,0,0,0,0,9,39,14,61,0,19,$16,$0,No,No
1997,Tony Peña,40,DO,,R,R,"6' 0""",175,"Jun 4, 1957",18,9,6,9,8,0,8,0,0,0,0,0,0,0,0,0,1,$0,$0,No,No
1997,J.R. Phillips,27,US,,L,L,"6' 2""",205,"Apr 29, 1970",5,13,2,13,6,0,0,3,0,0,0,0,0,3,3,0,8,$1,$0,No,No
1997,Ken Ramos,30,US,,L,L,"6' 1""",185,"Jun 6, 1967",1st,14,0,14,2,0,0,0,0,0,0,1,0,1,2,0,14,$0,$0,No,No
1997,Shane Reynolds,29,US,,R,R,"6' 3""",210,"Mar 26, 1968",6,30,30,29,30,30,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1997,Luis Rivera,33,PR,,R,R,"5' 9""",165,"Jan 3, 1964",10,7,2,7,7,0,0,0,1,0,6,0,0,0,0,0,1,$1,$0,No,No
1997,Bill Spiers,31,US,,L,R,"6' 2""",190,"Jun 5, 1966",9,132,67,132,113,0,0,8,4,84,28,0,0,0,0,0,40,$3,$4,No,No
1997,Russ Springer,28,US,,R,R,"6' 4""",195,"Nov 7, 1968",6,54,0,53,54,54,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1997,Billy Wagner,25,US,,L,L,"5' 10""",180,"Jul 25, 1971",3,62,0,61,62,62,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1997,Donne Wall,29,US,,R,R,"6' 1""",180,"Jul 11, 1967",3,8,8,7,8,8,0,0,0,0,0,0,0,0,0,0,0,$0,-$1,No,No
1998,Moisés Alou,31,US,,R,R,"6' 3""",185,"Jul 3, 1966",8,159,153,159,154,0,0,0,0,0,0,152,6,0,154,1,6,$0,$6,Yes,No
1998,Brad Ausmus,29,US,,R,R,"5' 11""",190,"Apr 14, 1969",6,128,117,128,124,0,124,0,0,0,0,0,0,0,0,0,3,$2,$2,No,No
1998,Jeff Bagwell,30,US,,R,R,"6' 0""",195,"May 27, 1968",8,147,146,147,147,0,0,147,0,0,0,0,0,0,0,0,1,$0,$6,No,Yes
1998,Derek Bell,29,US,,R,R,"6' 2""",200,"Dec 11, 1968",8,156,149,156,154,0,0,0,0,0,0,0,0,154,154,0,3,$0,$5,No,No
1998,Sean Bergman,28,US,,R,R,"6' 4""",205,"Apr 11, 1970",6,31,27,30,31,31,0,0,0,0,0,0,0,0,0,0,0,$0,$2,No,No
1998,Sean Berry,32,US,,R,R,"5' 11""",200,"Mar 22, 1966",9,102,76,102,87,0,0,0,0,87,0,0,0,0,0,1,20,$1,$3,No,No
1998,Craig Biggio,32,US,,R,R,"5' 11""",185,"Dec 14, 1965",11,160,155,160,159,0,0,0,159,0,0,0,0,0,0,1,1,$0,$7,Yes,Yes
1998,Tim Bogar,31,US,,R,R,"6' 2""",198,"Oct 28, 1966",6,79,38,79,74,0,0,0,11,11,55,0,0,0,0,1,7,$3,-$1,No,No
1998,José Cabrera,26,DO,,R,R,"6' 0""",205,"Mar 24, 1972",2,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1998,Dave Clark,35,US,,L,R,"6' 2""",200,"Sep 3, 1962",13,93,19,93,22,0,0,0,0,0,0,9,0,13,22,4,72,$0,-$1,No,No
1998,Scott Elarton,22,US,,R,R,"6' 7""",240,"Feb 23, 1976",1st,28,2,28,28,28,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1998,Tony Eusebio,31,DO,,R,R,"6' 2""",180,"Apr 27, 1967",6,66,45,66,54,0,54,0,0,0,0,0,0,0,0,0,15,$0,$0,No,No
1998,Carl Everett,27,US,,B,R,"6' 0""",181,"Jun 3, 1971",6,133,113,133,123,0,0,0,0,0,0,0,121,5,123,0,11,$2,$3,No,No
1998,Mike Grzanich,25,US,,R,R,"6' 1""",180,"Aug 24, 1972",1st,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1998,Ricky Gutiérrez,28,US,,R,R,"6' 1""",175,"May 23, 1970",6,141,129,141,141,0,0,0,0,0,141,0,0,0,0,0,4,$1,-$1,No,No
1998,John Halama,26,US,,L,L,"6' 5""",215,"Feb 22, 1972",1st,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1998,Mike Hampton,25,US,,R,L,"5' 10""",185,"Sep 9, 1972",6,32,32,31,32,32,0,0,0,0,0,0,0,0,0,0,0,$0,$4,No,No
1998,Reggie Harris,29,US,,R,R,"6' 1""",180,"Aug 12, 1968",5,6,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1998,Doug Henry,34,US,,R,R,"6' 4""",185,"Dec 10, 1963",8,59,0,57,59,59,0,0,0,0,0,0,0,0,0,0,0,$0,$2,No,No
1998,Richard Hidalgo,23,VE,,R,R,"6' 3""",220,"Jun 28, 1975",2,74,52,74,72,0,0,0,0,0,0,9,57,14,72,0,5,$1,$2,No,No
1998,Jack Howell,36,US,,L,R,"6' 0""",180,"Aug 18, 1961",10,24,7,24,12,0,0,10,0,2,0,0,0,0,0,0,13,$0,$0,No,No
1998,Pete Incaviglia,34,US,,R,R,"6' 1""",225,"Apr 2, 1964",12,13,2,13,3,0,0,0,0,0,0,3,0,0,3,0,10,$0,$0,No,No
1998,Randy Johnson,34,US,,R,L,"6' 10""",225,"Sep 10, 1963",11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,$0,$4,No,Yes
1998,Russ Johnson,25,US,,R,R,"5' 10""",185,"Feb 22, 1973",2,8,2,8,6,0,0,0,1,5,0,0,0,0,0,0,3,$0,$0,No,No
1998,José Lima,25,DO,,R,R,"6' 2""",170,"Sep 30, 1972",5,33,33,32,33,33,0,0,0,0,0,0,0,0,0,0,0,$0,$4,No,No
1998,Mike Magnante,33,US,,L,L,"6' 1""",180,"Jun 17, 1965",8,48,0,46,48,48,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1998,Mitch Meluskey,24,US,,B,R,"6' 0""",185,"Sep 18, 1973",1st,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,6,$0,$0,No,No
1998,Trever Miller,25,US,,R,L,"6' 3""",200,"May 29, 1973",2,37,1,35,37,37,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1998,Ray Montgomery,28,US,,R,R,"6' 3""",195,"Aug 8, 1969",3,6,0,6,2,0,0,0,0,0,0,1,0,1,2,0,5,$0,$0,No,No
1998,C.J. Nitkowski,25,US,,L,L,"6' 2""",185,"Mar 9, 1973",3,43,0,41,43,43,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1998,J.R. Phillips,28,US,,L,L,"6' 2""",205,"Apr 29, 1970",6,36,10,36,18,0,0,12,0,0,0,6,0,0,6,0,21,$0,-$1,No,No
1998,Jay Powell,26,US,,R,R,"6' 4""",220,"Jan 9, 1972",4,29,0,29,29,29,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1998,Shane Reynolds,30,US,,R,R,"6' 3""",210,"Mar 26, 1968",7,35,35,34,35,35,0,0,0,0,0,0,0,0,0,0,0,$0,$4,No,No
1998,Bob Scanlan,31,US,,R,R,"6' 7""",215,"Aug 9, 1966",7,27,0,26,26,27,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1998,Pete Schourek,29,US,,L,L,"6' 5""",195,"May 10, 1969",8,15,15,13,15,15,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1998,Bill Spiers,32,US,,L,R,"6' 2""",190,"Jun 5, 1966",10,123,89,123,107,0,0,7,9,99,2,0,0,0,0,0,23,$2,$1,No,No
1998,Billy Wagner,26,US,,L,L,"5' 10""",180,"Jul 25, 1971",4,58,0,55,58,58,0,0,0,0,0,0,0,0,0,0,0,$0,$2,No,No
1998,Daryle Ward,23,US,,L,L,"6' 2""",240,"Jun 27, 1975",1st,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,$0,$0,No,No
1999,Jeff Bagwell,31,US,,R,R,"6' 0""",195,"May 27, 1968",9,162,160,162,161,0,0,161,0,0,0,0,0,0,0,2,2,$0,$7,Yes,Yes
1999,Paul Bako,27,US,,L,R,"6' 2""",205,"Jun 20, 1972",2,73,63,73,71,0,71,0,0,0,0,0,0,0,0,0,2,$1,$1,No,No
1999,Glen Barker,28,US,,B,R,"5' 10""",180,"May 10, 1971",1st,81,10,81,57,0,0,0,0,0,0,3,47,8,57,1,14,$29,$1,No,No
1999,Derek Bell,30,US,,R,R,"6' 2""",200,"Dec 11, 1968",9,128,123,128,126,0,0,0,0,0,0,0,0,126,126,0,4,$0,-$1,No,No
1999,Sean Bergman,29,US,,R,R,"6' 4""",205,"Apr 11, 1970",7,19,16,18,19,19,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1999,Lance Berkman,23,US,,B,L,"6' 1""",220,"Feb 10, 1976",1st,34,21,34,27,0,0,1,0,0,0,22,0,7,27,0,10,$1,$0,No,No
1999,Craig Biggio,33,US,,R,R,"5' 11""",185,"Dec 14, 1965",12,160,158,160,157,0,0,0,155,0,0,6,0,0,6,2,2,$0,$5,No,Yes
1999,Tim Bogar,32,US,,R,R,"6' 2""",198,"Oct 28, 1966",7,106,83,106,100,0,0,0,1,12,90,0,0,0,0,0,7,$2,$1,No,No
1999,José Cabrera,27,DO,,R,R,"6' 0""",205,"Mar 24, 1972",3,26,0,24,26,26,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1999,Ken Caminiti,36,US,,B,R,"6' 0""",200,"Apr 21, 1963",13,78,73,78,75,0,0,0,0,75,0,0,0,0,0,0,4,$0,$1,No,No
1999,Alex Diaz,30,US,,B,R,"5' 11""",175,"Oct 5, 1968",8,30,7,30,8,0,0,0,0,0,0,7,0,1,8,0,22,$0,-$1,No,No
1999,Scott Elarton,23,US,,R,R,"6' 7""",240,"Feb 23, 1976",2,43,15,41,42,42,0,0,0,0,0,0,0,0,0,0,0,$0,$2,No,No
1999,Tony Eusebio,32,DO,,R,R,"6' 2""",180,"Apr 27, 1967",7,103,83,103,98,0,98,0,0,0,0,0,0,0,0,0,14,$0,$1,No,No
1999,Carl Everett,28,US,,B,R,"6' 0""",181,"Jun 3, 1971",7,123,121,123,121,0,0,0,0,0,0,1,118,16,121,2,2,$0,$6,No,No
1999,Ricky Gutiérrez,29,US,,R,R,"6' 1""",175,"May 23, 1970",7,85,79,85,81,0,0,0,0,1,80,0,0,0,0,0,5,$0,-$1,No,No
1999,Mike Hampton,26,US,,R,L,"5' 10""",185,"Sep 9, 1972",7,34,34,31,34,34,0,0,0,0,0,0,0,0,0,0,0,$0,$8,Yes,No
1999,Doug Henry,35,US,,R,R,"6' 4""",185,"Dec 10, 1963",9,35,0,35,35,35,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1999,Carlos Hernández,23,VE,,R,R,"5' 9""",175,"Dec 12, 1975",1st,16,0,16,9,0,0,0,7,0,2,0,0,0,0,0,6,$4,$0,No,No
1999,Richard Hidalgo,24,VE,,R,R,"6' 3""",220,"Jun 28, 1975",3,108,103,108,108,0,0,0,0,0,0,97,30,3,108,0,2,$0,$1,No,No
1999,Chris Holt,27,US,,R,R,"6' 4""",205,"Sep 18, 1971",3,32,26,30,32,32,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
1999,Jack Howell,37,US,,L,R,"6' 0""",180,"Aug 18, 1961",11,37,4,37,8,0,0,5,0,3,0,0,0,0,0,2,29,$1,$0,No,No
1999,Stan Javier,35,DO,,B,R,"6' 0""",185,"Jan 9, 1964",15,20,16,20,18,0,0,0,0,0,0,7,6,10,18,0,2,$0,$1,No,No
1999,Russ Johnson,26,US,,R,R,"5' 10""",185,"Feb 22, 1973",3,83,31,83,51,0,0,0,15,36,2,0,0,0,0,0,42,$0,$1,No,No
1999,Randy Knorr,30,US,,R,R,"6' 2""",205,"Nov 12, 1968",9,13,7,13,11,0,11,0,0,0,0,0,0,0,0,0,3,$0,-$1,No,No
1999,José Lima,26,DO,,R,R,"6' 2""",170,"Sep 30, 1972",6,36,35,34,35,35,0,0,0,0,0,0,0,0,0,0,0,$0,$4,Yes,No
1999,Jeff McCurry,29,JP,,R,R,"6' 7""",210,"Jan 21, 1970",5,5,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1999,Mitch Meluskey,25,US,,B,R,"6' 0""",185,"Sep 18, 1973",2,10,9,10,10,0,10,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1999,Matt Mieske,31,US,,R,R,"6' 0""",185,"Feb 13, 1968",7,54,24,54,36,0,0,0,0,0,0,30,0,7,36,0,20,$0,$0,No,No
1999,Trever Miller,26,US,,R,L,"6' 3""",200,"May 29, 1973",3,47,0,46,47,47,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1999,Wade Miller,22,US,,R,R,"6' 2""",185,"Sep 13, 1976",1st,5,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1999,Jay Powell,27,US,,R,R,"6' 4""",220,"Jan 9, 1972",5,67,0,63,67,67,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1999,Shane Reynolds,31,US,,R,R,"6' 3""",210,"Mar 26, 1968",8,35,35,33,35,35,0,0,0,0,0,0,0,0,0,0,0,$0,$4,No,No
1999,Joe Slusarski,32,US,,R,R,"6' 4""",195,"Dec 19, 1966",5,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
1999,Bill Spiers,33,US,,L,R,"6' 2""",190,"Jun 5, 1966",11,127,91,127,111,0,0,1,4,71,13,25,7,9,31,0,24,$0,$1,No,No
1999,Ryan Thompson,31,US,,R,R,"6' 3""",200,"Nov 4, 1967",6,12,3,12,10,0,0,0,0,0,0,2,5,3,10,0,6,$0,$0,No,No
1999,Billy Wagner,27,US,,L,L,"5' 10""",180,"Jul 25, 1971",5,66,0,63,66,66,0,0,0,0,0,0,0,0,0,0,0,$0,$4,Yes,No
1999,Daryle Ward,24,US,,L,L,"6' 2""",240,"Jun 27, 1975",2,64,36,64,38,0,0,10,0,0,0,31,0,0,31,3,26,$0,-$1,No,No
1999,Brian Williams,30,US,,R,R,"6' 3""",205,"Feb 15, 1969",8,50,0,49,50,50,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Moisés Alou,33,US,,R,R,"6' 3""",185,"Jul 3, 1966",9,126,121,126,121,0,0,0,0,0,0,59,0,64,121,1,5,$0,$3,No,No
2000,Jeff Bagwell,32,US,,R,R,"6' 0""",195,"May 27, 1968",10,159,158,159,158,0,0,158,0,0,0,0,0,0,0,1,0,$0,$5,No,Yes
2000,Paul Bako,28,US,,L,R,"6' 2""",205,"Jun 20, 1972",3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Glen Barker,29,US,,B,R,"5' 10""",180,"May 10, 1971",2,84,10,84,69,0,0,0,0,0,0,2,63,4,69,0,5,$27,$0,No,No
2000,Lance Berkman,24,US,,B,L,"6' 1""",220,"Feb 10, 1976",2,114,90,114,97,0,0,2,0,0,0,40,0,63,96,0,20,$2,$2,No,No
2000,Craig Biggio,34,US,,R,R,"5' 11""",185,"Dec 14, 1965",13,101,100,101,100,0,0,0,100,0,0,0,0,0,0,0,1,$0,$1,No,Yes
2000,Tim Bogar,33,US,,R,R,"6' 2""",198,"Oct 28, 1966",8,110,82,110,99,2,0,0,2,1,95,0,0,0,0,0,13,$1,-$1,No,No
2000,José Cabrera,28,DO,,R,R,"6' 0""",205,"Mar 24, 1972",4,52,0,49,52,52,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Ken Caminiti,37,US,,B,R,"6' 0""",200,"Apr 21, 1963",14,59,56,59,58,0,0,0,0,58,0,0,0,0,0,0,3,$0,$2,No,No
2000,Roger Cedeño,25,VE,,B,R,"6' 1""",165,"Aug 16, 1974",6,74,60,74,67,0,0,0,0,0,0,23,29,17,67,0,9,$0,$1,No,No
2000,Frank Charles,31,US,,R,R,"6' 4""",210,"Feb 23, 1969",1st,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,3,$0,$0,No,No
2000,Raúl Chávez,27,VE,,R,R,"5' 11""",245,"Mar 17, 1973",4,14,12,14,14,0,14,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Tripp Cromer,32,US,,R,R,"6' 2""",165,"Nov 21, 1967",7,9,0,9,4,0,0,0,1,2,1,0,0,0,0,0,5,$0,$0,No,No
2000,Octavio Dotel,26,DO,,R,R,"6' 0""",230,"Nov 25, 1973",2,50,16,49,50,50,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2000,Scott Elarton,24,US,,R,R,"6' 7""",240,"Feb 23, 1976",3,30,30,29,30,30,0,0,0,0,0,0,0,0,0,0,0,$0,$3,No,No
2000,Morgan Ensberg,24,US,,R,R,"6' 2""",210,"Aug 26, 1975",1st,4,1,4,1,0,0,0,0,1,0,0,0,0,0,0,3,$0,$0,No,No
2000,Tony Eusebio,33,DO,,R,R,"6' 2""",180,"Apr 27, 1967",8,74,61,74,68,0,68,0,0,0,0,0,0,0,0,0,7,$0,$0,No,No
2000,Wayne Franklin,26,US,,L,L,"6' 2""",195,"Mar 9, 1974",1st,25,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Keith Ginter,24,US,,R,R,"5' 10""",190,"May 5, 1976",1st,5,2,5,2,0,0,0,2,0,0,0,0,0,0,0,3,$0,$0,No,No
2000,Dwight Gooden,35,US,,R,R,"6' 2""",190,"Nov 16, 1964",16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Jason Green,25,CA,,R,R,"6' 1""",205,"Jun 5, 1975",1st,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Kip Gross,35,US,,R,R,"6' 2""",195,"Aug 24, 1964",6,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Doug Henry,36,US,,R,R,"6' 4""",185,"Dec 10, 1963",10,45,0,43,45,45,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2000,Richard Hidalgo,25,VE,,R,R,"6' 3""",220,"Jun 28, 1975",4,153,149,153,150,0,0,0,0,0,0,36,125,37,150,0,2,$0,$6,No,No
2000,Chris Holt,28,US,,R,R,"6' 4""",205,"Sep 18, 1971",4,34,32,33,34,34,0,0,0,0,0,0,0,0,0,0,0,$0,$2,No,No
2000,Russ Johnson,27,US,,R,R,"5' 10""",185,"Feb 22, 1973",4,26,7,26,12,0,0,0,3,4,5,0,0,0,0,0,14,$2,-$1,No,No
2000,José Lima,27,DO,,R,R,"6' 2""",170,"Sep 30, 1972",7,33,33,32,33,33,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Scott Linebrink,23,US,,R,R,"6' 3""",220,"Aug 4, 1976",1st,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Julio Lugo,24,DO,,R,R,"6' 1""",175,"Nov 16, 1975",1st,116,95,116,108,0,0,0,45,0,60,3,1,2,6,0,10,$5,$0,No,No
2000,Mike Maddux,38,US,,L,R,"6' 2""",180,"Aug 27, 1961",15,21,0,21,21,21,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Tony McKnight,23,US,,R,R,"6' 5""",205,"Jun 29, 1977",1st,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2000,Rusty Meacham,32,US,,R,R,"6' 3""",155,"Jan 27, 1968",7,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
2000,Mitch Meluskey,26,US,,B,R,"6' 0""",185,"Sep 18, 1973",3,117,88,117,103,0,103,0,0,1,0,0,0,0,0,0,22,$1,$2,No,No
2000,Matt Mieske,32,US,,R,R,"6' 0""",185,"Feb 13, 1968",8,62,9,62,18,0,0,0,0,0,0,14,0,4,18,0,49,$0,-$1,No,No
2000,Wade Miller,23,US,,R,R,"6' 2""",185,"Sep 13, 1976",2,16,16,15,16,16,0,0,0,0,0,0,0,0,0,0,0,$0,$1,No,No
2000,Yorkis Pérez,32,DO,,L,L,"6' 0""",180,"Sep 30, 1967",8,33,0,32,33,33,0,0,0,0,0,0,0,0,0,0,0,$0,$0,No,No
